name,url,specialties
Palace,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,"['Palace reserve caviar with Lappish potato and kombu butter', 'Dover sole with river crayfish and flowering dill', 'Bilberries with pine and cream']"
Ora,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,"['Wild whitefish with currants and apple', 'Dry-aged beef with cabbage and a miso sauce', 'Anise hyssop with raspberries']"
Botrini's,https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s,"['As ""Carbonara"" from land and sea', '""The Corfu Bourdeto that would like to become Cacciuco alla Livornese""', '""The Last Temptation""']"
Varoulko Seaside,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,"['Red mullet tartare with Florina pepper, raisins and bottarga powder', 'Grouper with beets, broccolini, black garlic and béarnaise sauce', 'Cherry ganache with pistachio mousse, hibiscus and kaimaki sorbet']"
Hytra,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,"['Crayfish with wild garlic cream, crab sauce and basil', 'Milk-fed lamb with vine leaves, pistachio nuts and yoghurt', 'Apple with cashew biscuit and caramel ice cream']"
Loaf On,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,
Lei Garden (Kwun Tong),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,
Tim Ho Wan (Sham Shui Po),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,
Lei Garden (Mong Kok),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,
Ming Court,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,
Yat Tung Heen (Jordan),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,
Fu Ho (Tsim Sha Tsui),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/fu-ho-tsim-sha-tsui,
Shang Palace,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,
IM Teppanyaki & Wine,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/im-teppanyaki-wine,
Ah Yat Harbour View (Tsim Sha Tsui),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ah-yat-harbour-view-tsim-sha-tsui,
Rech,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,
Spring Moon,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,
Imperial Treasure Fine Chinese Cuisine,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/imperial-treasure-fine-chinese-cuisine,
Sushi Tokami,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,
Tosca,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,
Épure,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,
Yee Tung Heen,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen,
Yè Shanghai (Tsim Sha Tsui),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui,
Ho Hung Kee,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ho-hung-kee,
Jardin de Jade (Wan Chai),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/jardin-de-jade-wan-chai,
Zhejiang Heen,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,
Takumi by Daisuke Mori,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,
Kam's Roast Goose,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,
Pang's Kitchen,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,
Xin Rong Ji,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/xin-rong-ji,
Qi (Wan Chai),https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,
Man Wah,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,
Summer Palace,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,
Octavium,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,
Arbor,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arbor,
VEA,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/vea,
Mandarin Grill + Bar,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,
Yat Lok,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,
Guo Fu Lou,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,
Celebrity Cuisine,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,
Sushi Wadatsumi,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,
Arcane,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane,
Duddell's,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s,
Beefbar,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar,
New Punjab Club,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,
Kaiseki Den by Saotome,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,
Belon,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon,
Tate,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate,
The Ocean,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,
Costes Downtown,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,"['Marinated char with plums', ""Mangalica chops 'Vadas' with root vegetables"", 'Abade de Priscos pudding with wild berries']"
Borkonyha Winekitchen,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,"['Duck liver with beetroot and cherry', 'Mangalica pork with soured salad and onion', 'Rákóczi Túrós - cottage cheese cake with meringue']"
Stand,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,"['Sterlet sturgeon with clam sauce and cucumber', 'Bereg chicken with pomme purée and salad', 'Somlói sponge cake']"
Babel,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,"['Octopus with paprika, bacon, milk cracker and vegetables', 'Lamb neck with homemade lavender cheese and whey', 'Tomato with elderflower, rhubarb and yoghurt aero']"
Costes,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,"['Derelye pasta with pumpkin and sage', 'Mangalica with celeriac and chard', 'Honey, milk and chamomile']"
The Kitchen,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,
Tim's Kitchen,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,
Wing Lei,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,
King,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,
Ying,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,
Shinji by Kanesaka,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,
The Golden Peacock,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,
Zi Yat Heen,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,
8 1/2 Otto e Mezzo - Bombana,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,
Pearl Dragon,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,
Lai Heen,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,
FAGN,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,"['Scallops with dashi', '""Potato acting like pasta""', 'Meadowsweet ice cream, ants and caramel']"
Credo,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,"['Scallop from Hitra, radishes and clementine', 'Langoustine from Trondheim fjord', 'Whey sorbet with apples from Klakken and rhubarb root oil']"
RE-NAA,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,"['Squid, seaweed butter, salted lemon and black garlic', 'Dry-aged quail from Tau, young beetroot and salted cherries', 'Toasted barley ice cream, almond and candied pine cone']"
Sabi Omakase,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,"['Oyster with keta', 'Char nigiri', 'Melon with yuzu']"
Galt,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,
Kontrast,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,"['Scallop with unripe plums, elderflower and saffron sauce', 'Organic duck with rose hip purée and ragu', 'Honey from Gamle Aker with milk and tagetes']"
Statholdergaarden,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,"['Scallop, barley, beetroot and dill', 'Veal, mushroom, Jerusalem artichoke, carrot shallot sauce', 'Raspberry, mascarpone, hazelnut']"
Del Posto,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,
Le Grill de Joël Robuchon,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,
L'Appart,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,"['Wagyu tartare', 'Seared Saint Pierre fish', 'Amaretto panna cotta']"
Okuda,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,
Wallsé,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,"['Mushroom goulash with semolina dumpling', 'Weiner schnitzel potato and cucumber salad and lingonberries', 'Linzertorte with raspberries and vanilla ice cream']"
Jeju Noodle Bar,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,"['Jeju neng guk', 'Wagyu ramyun', 'Toro ssam bap']"
Sushi Nakazawa,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,"['Soy marinated king salmon', 'Massachusetts sea scallop nigiri with citrus and salt', 'Egg custard']"
Kosaka,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,"['Sashimi', 'Mackerel nigiri with ginger and scallion', 'Firefly squid nigiri with sweet miso and tosazu jelly']"
Bâtard,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,"['Caramelle with mushroom farci and asparagus', 'Artic char with artichoke hearts and bechamel', 'English pea parfait with rhubarb consommé']"
Hirohisa,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,"['Winter vegetable crab gravy', 'White Peking duck breast', 'Fruit or mochi ice cream']"
Blue Hill,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,"['Murasaki sweet potato with hazelnuts and sake lees', 'Grass fed lamb with fermented oats and horseradish', 'Noreens sprouted oats with white chocolate and beer ice cream']"
ZZ's Clam Bar,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,"['Uni toast', 'Nantucket bay scallops with Sicilian pistachio', 'Chianina beef carpaccio']"
Babbo,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,
Carbone,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,"['Spicy rigatoni a la vodka', 'Chicken scarpariello', 'Carrot cake']"
Le Coucou,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,"['Quenelle de brochet', 'Tout le lapin', 'Crepe souffle au citron']"
Aldea,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,
Cote,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,"['Banchan, chayote pickles with jalapeno and crisp cauliflower pickles with garlic stems', 'BBQ, the butcher’s feast consisting of the hangar steak, dry aged ribeye, flat iron, and marinated kalbi', 'Cup filled with velvety vanilla soft serve and soy caramel']"
Bouley at Home,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,
Gotham Bar and Grill,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,
Nix,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,
Junoon,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,
NoMad,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,
The Musket Room,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,"['Uni toast with poached shrimp and Calabrian chili and mint', ""Quail with za'atar, tahini and fennel"", 'Osmanthus panna cotta and white peach granita']"
Uncle Boons,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,
Noda,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,"['Sakuradai soup with charred scallions, dehydrated cherry leaf', 'Sea perch, sake dashi, micro scallion, sancho green pepper leaves, a thin slice of turnip, a strip of red pepper', 'A terrine of white and red grapes, grape gelée and ice cream sweetened with wasanbon']"
Gramercy Tavern,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,"['Beef tartare of hand cut prime raw beef served with sliced radish and pear, black and white sesame seeds', 'Sea bass fillet over wilted tatsoi leaves, and blanched cauliflower', 'Creamy, tangy cheesecake with a soft cookie crust']"
The Clocktower,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,"['Hudson Valley foie gras a la Toad pudding, caramelized onion, green cabbage sauce', 'Heritage Farms pork tenderloin with braised cabbage, bacon, roasted shallot, plus bubble and squeak', 'Christmas pudding brandy caramel, eggnog ice cream']"
Ai Fiori,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,"['Trofie nero', 'Roasted lamb saddle', 'Paris-brest']"
Casa Mono,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,"['Croquetas, made with either bacalao or cheese and squash and served with homemade aïoli', 'Goat confit with scallion ash, avocado, queso and pistachio', 'Chocolate con galleta de Avellana']"
Jewel Bako,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,
The River Café,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,"['Asparagus tortelloni with morels', 'Colorado rack of lamb with Sicilian pistachio pesto', 'Chestnut souffle']"
Bar Uchū,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,
Café China,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,"['Szechuan cold noodles with peanut', 'Spicy cumin lamb with chili peppers, onion and cilantro', 'Mooncakes with mung bean, red bean, lotus seed and pineapple fillings']"
Kanoyama,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,"['Mackerel served under glass dome, smoked with cherry wood', 'Scallop nigiri topped with Icelandic salt', 'A sweet rectangle of cake-like tamago']"
Contra,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,"['Tofu with maple syrup', 'Skate with succulents and blueberries', 'Meyer lemon with cashew and sweet milk']"
Atomix,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,"['Guk, firefly squid, squid soup, fermented chickpeas', 'Jjim, king crab, miyeok sauce, spinach, green pepper oil', 'Husik, sikhye ice cream, jochung, onion foam']"
Kyo Ya,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,
Kajitsu,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,"['Fried mochi with grated daikon and mushroom dashi', 'Noodle rice with cabbage, yuba, and mushroom', 'Tsubaki mochi with sweet bean filling']"
Agern,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,
Caviar Russe,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,"['Caviar service with blini, smoked salmon, and fraiche', 'Bluefin tuna with melon, Iberico ham, and burrata', 'Chocolate clafoutis with cherries and ricotta']"
Tuome,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,"['Chicken liver with maple syrup, toasted milk bread, pepitas and crispy chicken skin', 'Octopus with pommes aligot', 'Trio of chinese beignets filled with apple jam and accompanied by vanilla ice cream laced with red bean paste']"
Tempura Matsui,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,"['Marinated japanese eggplant with spinach and chrysanthemum', 'Fried shrimp with sweet soy sauce', 'Grapefruit with wine jelly and whisky cream']"
Sushi Yasuda,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,"['Salmon in bonito broth with charred scallions', 'White king salmon nigiri', ""Chef's selection of fresh fruit, green tea""]"
Sushi Amane,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,"['Hairy crab with Japanese black vinegar', 'Kohada nigiri', 'Tamago']"
Café Boulud,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,
Claro,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,"['Tostada de tuna with pasilla oaxaqueno with cara cara and chicharron', 'Mole chilhuacle with braised rabbit leg served with kohlrabi and peanuts', 'Molotes de platano with crema and queso fresco with catskill honey']"
Satsuki,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,
Sushi Noz,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,"['Norwegian crab nigiri', 'Fatty tuna collar nigiri', 'Egg yolk and anchovy hand roll']"
Sushi Inoue,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,
Meadowsweet,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,"['Seared bay scallops,parsnip, savoy cabbage, black trumpets, vanilla and Meyer lemon', 'Chitarra pasta al nero and Maine lobster, chile, green onion, lemon and fine herbs', 'Flourless chocolate cake, caramel ice cream, cocoa crunch and almond brittle']"
Casa Enríque,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,"['Lime cured market fish ceviche', 'Mole de piaxtla', 'Tres leches cake']"
Peter Luger,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,"['Jumbo shrimp cocktail', 'Lamb chops or beef T-bone steak', 'New York-style cheesecake']"
Oxomoco,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,"['Charred carrot tamal, green garlic and hoja santa mole', 'Tlayuda Oxomoco with lardo, house string cheese, refried beans, salsa de pipicha', 'Raspberry tres leches cake']"
The Finch,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,
Faro,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,
Senses,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,
atelier Amaro,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,"['Caviar, hazelnuts and elderflower', 'Lamb with ramsons and nettle', 'Meadowsweet with sorrel and milk']"
Aniar,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,"['Celeriac, ramson and whey', 'Mallard, pear and elderberry', ""Sheep's yoghurt, blackberry and woodruff""]"
Loam,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,"['Pink Fir, cheddar and brisket', 'Venison, apple and beetroot', 'Tomato and fennel']"
Wild Honey Inn,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,"['Rabbit terrine with leek vinaigrette, hazelnuts, pickles and prune purée', 'Venison en croûte with roasted root vegetables, chanterelles and sauce poivrade', 'Chartreuse soufflé, cassis sorbet and crème anglaise']"
Chestnut,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,"['Mussels with caviar and dill', 'Lamb with roast aubergine and preserved ramson seed caper sauce', 'Sheep’s yoghurt, clove sorbet and damson purée']"
Mews,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,
Ichigo Ichie,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,"['Pistachio tofu with beetroot miso and apple blossom', 'Thornhill duck, cherry-smoked hay leek, scallion, fig and dried rice', 'Strawberry kakigori with koji milk']"
Chapter One,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,"['Lasagne of scallop and langoustine with champagne, sorrel and razor clams', 'Turbot with coco de Paimpol, mussels, crab and fermented horseradish cream', 'Seaweed caramel tart with soda bread crunch and preserved un-waxed salted lemon ice cream']"
Greenhouse,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,"['Hand-dived scallop with horseradish, caviar and cucumber', ""Grouse 'en crepinette', celeriac, blackberry and sauce grand veneur"", 'Chocolate, praline, vinegar and tonka bean']"
L'Ecrivain,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,
Campagne,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,"[""Terrine of foie gras and pig's trotter with crabapple jelly and caramelised walnuts"", 'Poached turbot, seaweed butter, clams and courgettes', 'Baked cherry pie, cherry ice cream and whipped custard']"
Heron & Grey,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,"['White soy, cep and walnut', 'Anjou pigeon, blackberry and amaranth', 'Pear, black pepper, Grand Cru']"
Lady Helen,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,"['Truffle ravioli with parmesan custard and Pedro Ximenez', 'Anjou squab pigeon, smoked almond milk, hen of the woods and roasting juices', 'Piedmont hazelnut with vanilla, passion fruit and chocolate sorbet']"
House,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,"['Langoustine tartare with fermented pears, horseradish and grilled alexanders', 'Roast monkfish with carrot sauce, oysters and pickled leek flowers', 'Set cream of compressed apples with caramelised celeriac and spruce tips']"
Olympe,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,
Lasai,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,"['Abóbora, pinhão, sementes, brócolis e mel', 'Costelinha de porco, cenouras coloridas, cebolas e caldo meloso', 'Milho, manga e limão']"
Oteque,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,"['Batata baroa, leite de castanha do Pará, vinagrete de cogumelos e trufas brancas', 'Pargo na brasa com coco, palmito pupunha e leite de coco', 'Sorvete de castanha crua']"
Mee,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,"['SashiMee', 'Talharim de arroz com camarões, ovos, tofu e amendoim', 'Mousse de chocolate, crocante de gergelim preto, geleia de laranja, esponja de matcha']"
Cipriani,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,"['Carpaccio de Wagyu, cebolas, pinoli e molho de trufa', 'Pato, laranja e feijão branco', 'Bavaroise de pistache, castanha de caju pralinada e caramelo salgado']"
Jun Sakamoto,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,"['Sequência de sushis', 'Tartare de atum na geleia de shoyu', 'Sorvete de maçã com gelatina de saquê doce']"
Maní,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,"['Ceviche de caju com raspadinha de cajuína e cachaça', 'Moqueca do Maní', 'Da lama ao caos']"
Evvai,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,"['Polenta Taragna', 'Ciambella de pato', 'Pistachio, pipoca e maçã']"
Picchi,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,"['Pici com molho de linguíça calabresa, feijão branco e peperoncino', 'Agnolotti de coelho à caçadora, azeitonas e mangerona', 'Tiramisù Picchi']"
Kosushi,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,
Ryo Gastronomia,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,"['Sashimi de toro', 'Polvo a vácuo grelhado a carvão com creme de ervilha e azeite pimenta de cheiro', 'Sorvete de mel de Jataí']"
Tangará Jean-Georges,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,
Kinoshita,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,"['Mexilhão confitado em gordura de Wagyu e redução de Jerez', 'Atum Bluefin, pó de algas e yuzu crème fraîche', 'Entremet de chocolates e castanhas']"
Kan Suke,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,"['Sushi toro', 'Pargo com cogumelos', 'Pudim de leite']"
Huto,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,"['Lichia recheada com foie gras', 'Flor de ovos', 'Mango com sorvete de lichia']"
Stay,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,
Lee Jong Kuk 104,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,
Hansikgonggan,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,
Dining in Space,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,
Exquisine,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,
Dosa,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,
Joo Ok,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,
Balwoo Gongyang,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang,
Muoki,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,
L'Amitié,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,
Yu Yuan,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,
Bicena,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,
Mosu,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,
Poom,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,
Soigné,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,
Table for Four,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,
Zero Complex,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,
Jin Jin,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,
Gotgan,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,
Hill Street Tai Hwa Pork Noodle,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,
Putien (Kitchener Road),https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,
Chef Kang's,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,
Garibaldi,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,
Summer Pavilion,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,
Shinji (Bras Basah Road),https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,
The Song of India,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,
Lei Garden,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,
Whitegrass,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,
